 SOLAR ZENITH ANGLE (deg) =    45.000000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   0.21273000000000000       CO2 =    2.8400000000000002E-004

    CH4 =    8.0800000000000004E-007
 Standard CH3CL flux =  0.000E+00

 PO2= 1.539E-01  PNO= 3.584E-02  ZAPNO= 3.788E+03
 N= 3     X= 7.00976E-01  ERR= 9.93276E-07

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0


 MIXING RATIOS OF LONG-LIVED SPECIES

     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  5.00E+04 1.71E-10 3.75E-17 1.30E-02 5.27E-14 1.13E-11 1.13E-09 1.51E-08 6.97E-21 5.00E-07 8.08E-07 9.00E-08 9.26E-10
  1.50E+05 1.78E-10 5.21E-17 1.02E-02 6.18E-14 1.13E-11 1.17E-09 1.80E-08 7.72E-21 5.50E-07 1.60E-06 8.22E-08 9.13E-10
  2.50E+05 1.77E-10 7.43E-17 6.61E-03 7.22E-14 1.11E-11 1.15E-09 2.19E-08 8.55E-21 5.51E-07 1.59E-06 7.55E-08 8.36E-10
  3.50E+05 1.66E-10 1.06E-16 4.42E-03 8.17E-14 1.05E-11 1.05E-09 2.68E-08 9.26E-21 5.51E-07 1.59E-06 6.98E-08 6.91E-10
  7.50E+05 7.39E-11 3.54E-16 3.20E-04 9.50E-14 5.97E-12 3.91E-10 4.76E-08 9.75E-21 5.52E-07 1.58E-06 5.47E-08 1.76E-10
  1.15E+06 2.23E-11 1.17E-15 4.29E-06 1.08E-13 2.10E-12 6.70E-11 7.96E-08 1.11E-20 5.53E-07 1.58E-06 4.50E-08 1.88E-11
  1.55E+06 9.30E-12 2.21E-14 4.41E-06 8.42E-14 5.92E-13 1.47E-12 4.23E-07 9.06E-21 5.50E-07 1.52E-06 2.51E-08 4.58E-13
  1.95E+06 1.12E-11 2.83E-13 4.74E-06 1.86E-13 1.28E-12 3.03E-12 1.51E-06 2.20E-20 5.33E-07 1.36E-06 1.31E-08 5.11E-13
  2.35E+06 2.03E-11 2.43E-12 5.16E-06 6.67E-13 5.49E-12 2.37E-11 3.38E-06 1.30E-19 5.05E-07 1.16E-06 9.81E-09 2.01E-12
  2.75E+06 3.88E-11 1.78E-11 5.60E-06 3.02E-12 2.49E-11 1.71E-10 6.17E-06 1.33E-18 4.67E-07 9.50E-07 9.04E-09 6.71E-12
  3.15E+06 6.14E-11 1.12E-10 6.07E-06 1.49E-11 8.24E-11 5.31E-10 8.88E-06 2.62E-17 4.18E-07 7.35E-07 8.48E-09 9.87E-12
  3.55E+06 7.46E-11 6.02E-10 6.54E-06 6.60E-11 1.62E-10 4.98E-10 8.37E-06 8.40E-16 3.63E-07 5.24E-07 7.99E-09 6.62E-12
  3.95E+06 7.34E-11 2.95E-09 6.91E-06 2.25E-10 2.14E-10 2.40E-10 5.85E-06 2.38E-14 3.25E-07 3.52E-07 7.59E-09 3.36E-12
  4.35E+06 6.40E-11 1.35E-08 7.11E-06 5.05E-10 2.82E-10 1.57E-10 3.80E-06 4.26E-13 3.34E-07 2.38E-07 7.87E-09 2.52E-12
  4.75E+06 4.94E-11 4.29E-08 7.13E-06 7.24E-10 3.54E-10 1.26E-10 2.41E-06 3.33E-12 4.12E-07 1.77E-07 9.82E-09 2.50E-12
  5.15E+06 3.28E-11 9.58E-08 7.01E-06 8.82E-10 4.12E-10 1.10E-10 1.65E-06 1.46E-11 5.66E-07 1.46E-07 1.54E-08 2.31E-12
  5.55E+06 2.13E-11 1.76E-07 6.81E-06 1.05E-09 4.77E-10 1.08E-10 1.21E-06 4.91E-11 7.76E-07 1.29E-07 3.08E-08 1.95E-12
  5.95E+06 1.42E-11 2.94E-07 6.55E-06 1.30E-09 5.79E-10 1.18E-10 8.30E-07 1.60E-10 1.02E-06 1.17E-07 6.55E-08 1.63E-12
  6.35E+06 9.48E-12 4.19E-07 6.27E-06 1.78E-09 7.91E-10 1.72E-10 5.57E-07 4.94E-10 1.30E-06 1.06E-07 1.28E-07 1.29E-12
